p_val avg_logFC pct.1 pct.2 p_val_adj cluster gene
MANF 2.09109456069514e-08 0.401205529570204 1 1 0.000286772708053731 2 MANF
FDPS 2.11084579152593e-08 0.381387500958606 1 1 0.000289481391849867 2 FDPS
CISD31 2.12350892565323e-08 0.393128875451335 1 1 0.000291218014064084 2 CISD3
PSMB9 2.41533391596461e-08 0.295681733247552 1 1 0.000331238893235386 2 PSMB9
UCP2 2.71582008842737e-08 0.441352341698511 1 1 0.00037244756692693 2 UCP2
ARL6IP1 2.92976908885683e-08 0.443414214806799 1 1 0.000401788532845826 2 ARL6IP1
PAIP2 3.09269670430101e-08 0.339668953486344 1 1 0.00042413242602784 2 PAIP2
TAPBPL 3.23424431633942e-08 0.266805085863596 1 1 0.000443544265542788 2 TAPBPL
RAD51B 3.29066256182664e-08 0.366778496173621 1 1 0.000451281463728906 2 RAD51B
FLNA 3.32412962413352e-08 0.485417199434204 1 1 0.00045587113665367 2 FLNA
MIB2 3.43953620476234e-08 0.317927709906785 1 1 0.000471697995121108 2 MIB2
FBXO6 3.5334610203759e-08 0.384276211992637 1 1 0.000484578844334351 2 FBXO6
ANXA1 3.59342225561723e-08 0.406615677130689 1 1 0.000492801928135347 2 ANXA1
BATF 4.71194348160903e-08 0.326403282124094 1 1 0.000646195929067862 2 BATF
YTHDF2 5.70541021051959e-08 0.331901499644691 1 1 0.000782439956270657 2 YTHDF2
HNRNPA2B1 6.18529993778527e-08 0.411361232957784 1 1 0.000848252033467871 2 HNRNPA2B1
ZMAT2 8.1074769416904e-08 0.319969400063934 1 1 0.00111185938778342 2 ZMAT2
DOK1 8.12078834112643e-08 0.317423875526576 1 1 0.00111368491310208 2 DOK1
CELF1 9.21562242951138e-08 0.500457522007542 1 1 0.00126383045998319 2 CELF1
DUSP2 1.11098257857202e-07 0.378935113174924 1 1 0.00152360150825367 2 DUSP2
KMT2E 1.2449935161782e-07 0.355351858317927 1 1 0.00170738410808678 2 KMT2E
LINC00152 1.72678917866336e-07 0.332829385885492 1 1 0.00236811867961893 2 LINC00152
PPP1CA 1.73163337288232e-07 0.391090240805465 1 1 0.00237476200757082 2 PPP1CA
RORA 1.80228725108978e-07 0.316870256547198 1 1 0.00247165673614453 2 RORA
HNRNPA3 1.96845537199524e-07 0.391867076347161 1 1 0.00269953969715427 2 HNRNPA3
GNG2 2.06068528131821e-07 0.353638400965401 1 1 0.0028260237947998 2 GNG2
MYL61 2.14938610491544e-07 0.255749960350279 1 1 0.00294766810428103 2 MYL6
DYNLL1 2.26142058957803e-07 0.450046368840376 1 1 0.00310131219654732 2 DYNLL1
AES1 2.35005888655642e-07 0.33369484582715 1 1 0.00322287075702348 2 AES
SYNE2 2.46534124247907e-07 0.410842143436072 1 1 0.0033809689799358 2 SYNE2
DNAJC2 2.60349167557988e-07 0.430572604253767 1 1 0.00357042848389024 2 DNAJC2
IL2RG1 2.66166011743722e-07 0.435920881905 1 1 0.0036502006850534 2 IL2RG
MNAT1 3.00353684258799e-07 0.406636695237213 1 1 0.00411905042592517 2 MNAT1
CD3G1 3.71905429414034e-07 0.282080796831466 1 1 0.00510031105898406 2 CD3G
ARL4C 3.95203220341837e-07 0.52453314934464 1 1 0.00541981696376795 2 ARL4C
RCN2 4.16172724588475e-07 0.326764391862404 1 1 0.00570739274500635 2 RCN2
NDUFB2 5.07571045137677e-07 0.484028428634254 1 1 0.00696082931301811 2 NDUFB2
LAIR1 6.9274032430414e-07 0.250621309190684 1 1 0.00950024080750697 2 LAIR1
ACTR3 8.74964940421546e-07 0.276054048061611 1 1 0.0119992691929411 2 ACTR3
CAST 9.38626244736476e-07 0.27502649377836 1 1 0.012872320320316 2 CAST
ARF1 9.69912292397827e-07 0.26539377362886 1 1 0.0133013771779438 2 ARF1
SP140 1.10622388958401e-06 0.295824587239796 1 1 0.0151707544217552 2 SP140
WHAMM 1.13774351249094e-06 0.303275274624898 1 1 0.0156030145303007 2 WHAMM
CCDC107 1.46201715974975e-06 0.274888245060308 1 1 0.0200501033288081 2 CCDC107
PPP1R18 1.5444111778819e-06 0.435360064382335 1 1 0.0211800548934723 2 PPP1R18
SMARCA5 1.77626449647392e-06 0.261475441977935 1 1 0.0243596913046433 2 SMARCA5
PIM11 1.79004434733165e-06 0.306611808291225 1 1 0.0245486681793063 2 PIM1
P4HB 1.81724450911623e-06 0.330752565917086 1 1 0.02492169119802 2 P4HB
STX4 1.82259796496217e-06 0.358670656786834 1 1 0.0249951084914912 2 STX4
WDR45 1.95787463688626e-06 0.403783249673502 1 1 0.0268502927702582 2 WDR45
NDUFB8.1 2.56907121998431e-06 0.303680489447503 1 1 0.0352322427108649 2 NDUFB8.1
CCZ1 2.60377177180193e-06 0.32887612576095 1 1 0.0357081260784916 2 CCZ1
SLC35A4 2.75209900245554e-06 0.272467538927825 1 1 0.0377422857196753 2 SLC35A4
GFER 2.82059450785242e-06 0.270291986892332 1 1 0.038681633080688 2 GFER
DSTN 3.11241372055653e-06 0.307814688768643 1 1 0.0426836417637122 2 DSTN
ELP6 3.14279978422838e-06 0.468146636433485 1 1 0.043100356240908 2 ELP6
PIN1 3.36964916143696e-06 0.383636616085807 1 1 0.0462113685999464 2 PIN1
SPN 3.79204282613019e-06 0.363973577053571 1 1 0.0520040753175494 2 SPN
CAPZB 4.04193173885803e-06 0.280576181928858 1 1 0.0554310518666991 2 CAPZB
G6PD 4.5252849347121e-06 0.314409769820534 1 1 0.0620597575946417 2 G6PD
CALR 5.06016745107171e-06 0.407516486649217 1 1 0.0693951364239974 2 CALR
DGKZ 5.0888009331774e-06 0.374750310182357 1 1 0.0697878159975948 2 DGKZ
CARHSP1 5.79387571878904e-06 0.272173637284066 1 1 0.079457211607473 2 CARHSP1
NDUFB71 6.82566697134085e-06 0.269253395372136 1 1 0.0936071968449684 2 NDUFB7
PGAM1 6.84232360099486e-06 0.268524834046798 1 1 0.0938356258640435 2 PGAM1
CCND3 7.29436062338954e-06 0.314371428547769 1 1 0.100034861589164 2 CCND3
SDF2L1 7.40147518081833e-06 0.263827818852399 1 1 0.101503830629743 2 SDF2L1
GUK1 7.75605331025568e-06 0.373222644971741 1 1 0.106366515096846 2 GUK1
MED10 7.8669167027485e-06 0.320812419498008 1 1 0.107886895661493 2 MED10
GLIPR21 7.94899436451162e-06 0.304324322512199 1 1 0.109012508714912 2 GLIPR2
LMAN2 8.62086440876062e-06 0.349300028077113 1 1 0.118226534501743 2 LMAN2
DHRS7 8.64466573186676e-06 0.379277479822914 1 1 0.118552945846821 2 DHRS7
ARHGAP9 9.02171380987526e-06 0.271599982870973 1 1 0.123723783188629 2 ARHGAP9
TSPAN32 1.00652681349513e-05 0.387833371853569 1 1 0.138035087202722 2 TSPAN32
OS9 1.03092102757433e-05 0.295328539517185 1 1 0.141380509721544 2 OS9
EMG1 1.34840825629002e-05 0.311638238659175 1 1 0.184920708267613 2 EMG1
ARPC4 1.36628246290846e-05 0.364261056084955 1 1 0.187371976963266 2 ARPC4
ZFAND6 1.64976962190585e-05 0.302039831344962 1 1 0.226249405948168 2 ZFAND6
LAMP1 1.89656276418602e-05 0.289164837033313 1 1 0.260094617480471 2 LAMP1
TXNIP 1.9947313007911e-05 0.290880601426122 1 1 0.273557450590491 2 TXNIP
AAGAB 2.01333495220634e-05 0.477144133516959 1 1 0.276108755345577 2 AAGAB
COMMD10 2.10955577737957e-05 0.400628512489486 1 1 0.289304479309834 2 COMMD10
TBPL1 2.19850466862522e-05 0.368932764515419 1 1 0.301502930255262 2 TBPL1
ARPC21 2.2189129230564e-05 0.252584484269044 1 1 0.304301718267954 2 ARPC2
ADAM8 2.61515751912466e-05 0.351792222119847 1 1 0.358642702172756 2 ADAM8
POLR3GL 2.94118775494957e-05 0.250477396059827 1 1 0.403354488713784 2 POLR3GL
UBA2 2.94789476220828e-05 0.279907554620016 1 1 0.404274287689244 2 UBA2
IRF3 3.47090868553205e-05 0.281023634639127 1 1 0.476000417133866 2 IRF3
TES 4.87853704084634e-05 0.435477888621558 1 1 0.669042569781667 2 TES
PSMB8 6.23595983399101e-05 0.26169098676658 1 1 0.855199531633527 2 PSMB8
RPS6KA1 6.43412521942171e-05 0.279928306054874 1 1 0.882375932591494 2 RPS6KA1
TMEM179B 7.97782282067513e-05 0.25970454548629 1 1 1 2 TMEM179B
TMEM50A 8.17228421350904e-05 0.32940099148905 1 1 1 2 TMEM50A
PRMT2 8.5694498578798e-05 0.34353124567077 1 1 1 2 PRMT2
PHF20 8.84247396722996e-05 0.271418001614173 1 1 1 2 PHF20
SRSF2 9.85214220286963e-05 0.336126210651319 1 1 1 2 SRSF2
PITPNA-AS1 0.000108804112157158 0.264391267768197 1 1 1 2 PITPNA-AS1
BZW1 0.000120602198529541 0.341142862087188 1 1 1 2 BZW1
STMN1 0.000121699182095999 0.510024569130551 1 1 1 2 STMN1
PPP2R3C 0.000142401984933526 0.319741718395535 1 1 1 2 PPP2R3C
TBC1D10C 0.000144805451773055 0.318285185789041 1 1 1 2 TBC1D10C
CHMP1A 0.000156706178896012 0.253654357667641 1 1 1 2 CHMP1A
SASH3 0.000167031668791232 0.288988352025052 1 1 1 2 SASH3
RASSF5 0.000197879728968528 0.36862729739179 1 1 1 2 RASSF5
CAPN2 0.000211781022147673 0.290387557995266 1 1 1 2 CAPN2
HMGN3 0.000235180020563785 0.308870747263459 1 1 1 2 HMGN3
NFATC3 0.00024691075732469 0.292955896067853 1 1 1 2 NFATC3
UBE2F 0.00030023092829717 0.339832423640832 1 1 1 2 UBE2F
MRPL9 0.000347299991778131 0.2778833745108 1 1 1 2 MRPL9
RAB9A 0.000351751213096182 0.436037308203135 1 1 1 2 RAB9A
BST21 0.00035314688352896 0.275554838810262 1 1 1 2 BST2
MFSD10 0.000355451019658128 0.423964473413983 1 1 1 2 MFSD10
FERMT3 0.00040858014498179 0.390863670167602 1 1 1 2 FERMT3
ZBP1 0.000511077435555748 0.640687377024032 1 1 1 2 ZBP1
CCT8 0.000538688671306066 0.321014197933738 1 1 1 2 CCT8
LRIF1 0.000592115084838433 0.2517286438246 1 1 1 2 LRIF1
IMP4 0.000640797685320394 0.308831535020714 1 1 1 2 IMP4
MRPS6 0.000682581684240674 0.583022868005646 1 1 1 2 MRPS6
CDC42 0.00077281444741353 0.333535970095526 1 1 1 2 CDC42
ARHGAP25 0.000838694571520044 0.393521901899597 1 1 1 2 ARHGAP25
SPCS2 0.000860412911605577 0.299835360905117 1 1 1 2 SPCS2
UROS 0.000888058407021606 0.288581260659794 1 1 1 2 UROS
TMEM140 0.000936878571146614 0.517742799282916 1 1 1 2 TMEM140
DRAP1 0.000944088079802591 0.294875001078972 1 1 1 2 DRAP1
WIPF1 0.00133217798825168 0.340191365451462 1 1 1 2 WIPF1
GGA1 0.00138918466636374 0.281783080644424 1 1 1 2 GGA1
STAT4 0.00151540280680126 0.343918833212734 1 1 1 2 STAT4
SEC61B 0.0016739918508551 0.307827865384511 1 1 1 2 SEC61B
PSMD4 0.00193292154212756 0.323556941471483 1 1 1 2 PSMD4
ATP6AP2 0.00242211094385688 0.280528057134364 1 1 1 2 ATP6AP2
MLLT11 0.00259065420179238 0.503712563464021 1 1 1 2 MLLT11
HNRNPU 0.00267335388652634 0.261607243999738 1 1 1 2 HNRNPU
PPIB 0.00292200067654932 0.30967753629621 1 1 1 2 PPIB
PSMA71 0.00330736192344986 0.283006331773439 1 1 1 2 PSMA7
ITGB1BP1 0.00336707468884655 0.299793241699007 1 1 1 2 ITGB1BP1
LYRM4 0.0034074268226263 0.289356314358728 1 1 1 2 LYRM4
C1orf122 0.00346713187137376 0.288284603586623 1 1 1 2 C1orf122
HMOX2 0.00347786361608701 0.287500889413949 1 1 1 2 HMOX2
ADRM1 0.00359792409420088 0.278526615340062 1 1 1 2 ADRM1
TUBB 0.0042447961138075 0.303792984230164 1 1 1 2 TUBB
BUB3 0.00459403379279587 0.406273607675605 1 1 1 2 BUB3
PSMC4 0.00510442873689759 0.296652829400275 1 1 1 2 PSMC4
UNC13D 0.00510911387409145 0.260503450157424 1 1 1 2 UNC13D
SRP19 0.00547052895418109 0.282503649441701 1 1 1 2 SRP19
ARL6IP5 0.00557106444046091 0.267992837604161 1 1 1 2 ARL6IP5
ACADM 0.00590808611084812 0.260607726924909 1 1 1 2 ACADM
STX8 0.00597387632537756 0.291215897112859 1 1 1 2 STX8
C17orf85 0.00640705693064614 0.252276311632564 1 1 1 2 C17orf85
TXK 0.00788298835597639 0.258394852866718 1 1 1 2 TXK
TMEM59 0.00789338137960958 0.258640924908924 1 1 1 2 TMEM59
MBP 0.00796647684576708 0.27627302985017 1 1 1 2 MBP
SUN2 0.00805428520630143 0.283808025815961 1 1 1 2 SUN2
DERL2 0.00818404170662899 0.273359264787849 1 1 1 2 DERL2
CDC37 0.00820554967619596 0.349871272179188 1 1 1 2 CDC37
SCNM1 0.00839041949066328 0.265661255674223 1 1 1 2 SCNM1
CLK1 0.00874854317118249 0.287921907531436 1 1 1 2 CLK1
CD244 0.00877518300679886 0.366473336037922 1 1 1 2 CD244
S100B 0.00907107773988797 0.315966967563606 1 1 1 2 S100B
CD741 2.49223140742282e-137 1.78063447147662 1 1 3.41784615213966e-133 3 CD74
CD79A 1.35739907716729e-131 2.15158937373011 1 1 1.86153709442723e-127 3 CD79A
HLA-DRA1 2.33056175672661e-119 1.672168191165 1 1 3.19613239317487e-115 3 HLA-DRA
CD79B 1.72448337539295e-118 2.01575718154758 1 1 2.36495650101389e-114 3 CD79B
MS4A1 4.58820507791389e-113 1.87056347250508 1 1 6.2922644438511e-109 3 MS4A1
LINC00926 2.18794358504362e-112 1.7631561073798 1 1 3.00054583252883e-108 3 LINC00926
VPREB3 1.22774789494811e-111 1.49719489988762 1 1 1.68373346313184e-107 3 VPREB3
TCL1A 3.63220165713081e-111 1.99247263476788 1 1 4.98120135258919e-107 3 TCL1A
HLA-DQA1 3.93221624371809e-108 1.75522680802801 1 1 5.39264135663499e-104 3 HLA-DQA1
HLA-DQB1 1.24343316616364e-102 1.79536429118528 1 1 1.70524424407681e-98 3 HLA-DQB1
HLA-DPB11 3.58012779829603e-96 1.44503778264838 1 1 4.90978726258318e-92 3 HLA-DPB1
CD19 7.42069330095638e-88 0.640922127095205 1 1 1.01767387929316e-83 3 CD19
TSPAN13 2.77566791762735e-87 1.01401442278244 1 1 3.80655098223415e-83 3 TSPAN13
HLA-DRB11 4.03323737601551e-85 1.19144347778775 1 1 5.53118173746767e-81 3 HLA-DRB1
FCER2 1.2923399581382e-83 1.3280644580359 1 1 1.77231501859073e-79 3 FCER2
CD72 6.34162172581581e-83 0.982721396366379 1 1 8.69690003478381e-79 3 CD72
GNG7 2.8885705529358e-79 0.969363000681431 1 1 3.96138565629616e-75 3 GNG7
TLR10 3.86348419189372e-78 0.518282524260866 1 1 5.29838222076304e-74 3 TLR10
HLA-DPA11 1.61594019219171e-76 1.11018061207675 1 1 2.21610037957172e-72 3 HLA-DPA1
HVCN1 2.36337942561715e-72 1.04315383041786 1 1 3.24113854429135e-68 3 HVCN1
HLA-DQA2 1.89630036433162e-71 1.33785316907846 1 1 2.60058631964438e-67 3 HLA-DQA2
CD40 1.48573970930071e-68 0.779781855299287 1 1 2.037543437335e-64 3 CD40
IGLL5 1.81404797045421e-68 1.72844908964818 1 1 2.4877853866809e-64 3 IGLL5
HLA-DRB51 5.01330623966341e-67 1.16303142044682 1 1 6.8752481770744e-63 3 HLA-DRB5
HLA-DOB 4.91477016364505e-65 0.837071294371404 1 1 6.74011580242282e-61 3 HLA-DOB
BANK1 9.93559978266566e-65 1.02318404027478 1 1 1.36256815419477e-60 3 BANK1
PNOC 8.94647519183452e-64 0.822952479933708 1 1 1.22691960780819e-59 3 PNOC
PDLIM1 2.24457892606058e-63 0.768980704656126 1 1 3.07821553919948e-59 3 PDLIM1
BLK 9.23353695666817e-61 0.806288812216662 1 1 1.26628725823747e-56 3 BLK
FCRLA 3.72058525622641e-60 1.11438127707642 1 1 5.10241062038889e-56 3 FCRLA
HLA-DMA1 6.52245395557406e-58 1.17846478164634 1 1 8.94489335467427e-54 3 HLA-DMA
PPAPDC1B 2.0079748893615e-56 0.88343112395393 1 1 2.75373676327036e-52 3 PPAPDC1B
CD37 9.2912456025063e-56 1.07117176564686 1 1 1.27420142192771e-51 3 CD37
HLA-DMB1 1.57523357537036e-55 1.16270215447865 1 1 2.16027532526291e-51 3 HLA-DMB
KIAA0125 3.46322806769983e-52 0.766158079731349 1 1 4.74947097204354e-48 3 KIAA0125
RASGRP3 1.16061254381098e-49 0.325692472122744 1 1 1.59166404258238e-45 3 RASGRP3
CYB561A3 3.93284223063525e-49 0.952773756033998 1 1 5.39349983509318e-45 3 CYB561A3
SNX29P2 5.88620590629677e-49 0.751935589859212 1 1 8.07234277989539e-45 3 SNX29P2
SWAP70 1.78285971324084e-48 0.770066568622657 1 1 2.44501381073848e-44 3 SWAP70
MEF2C 2.21880893192002e-48 0.85516024958097 1 1 3.04287456923512e-44 3 MEF2C
PLEKHF2 4.22958942963415e-48 0.857699901026288 1 1 5.80045894380028e-44 3 PLEKHF2
IGJ1 1.0625773255691e-45 0.487197369713931 1 1 1.45721854428547e-41 3 IGJ
SPIB 1.63426158857081e-43 0.88961151584346 1 1 2.24122634256601e-39 3 SPIB
FAM129C 2.92845985271054e-42 0.642809288248719 1 1 4.01608984200724e-38 3 FAM129C
GAPT 4.37615192487369e-42 0.590224019989047 1 1 6.00145474977177e-38 3 GAPT
TPD52 4.7460831131095e-42 0.74391357184139 1 1 6.50877838131837e-38 3 TPD52
BLNK 2.15871847903423e-41 0.906404571883434 1 1 2.96046652214754e-37 3 BLNK
P2RX5 2.89581109744866e-40 0.767325292925525 1 1 3.9713153390411e-36 3 P2RX5
KCNG1 3.15593097827569e-40 0.614092529795336 1 1 4.32804374360728e-36 3 KCNG1
EAF2 3.69805296666131e-40 0.924945458732379 1 1 5.07150983847932e-36 3 EAF2
CAMK1D 2.02476639140064e-39 0.697945020689877 1 1 2.77676462916684e-35 3 CAMK1D
IRF81 8.59941612825473e-39 0.878777890324362 1 1 1.17932392782885e-34 3 IRF8
SNX22 2.54763013011549e-38 0.329516113105263 1 1 3.49381996044039e-34 3 SNX22
ARHGAP241 8.10310227061635e-38 0.443793827976821 1 1 1.11125944539233e-33 3 ARHGAP24
LY861 1.686505203864e-36 0.683195544395741 1 1 2.31287323657909e-32 3 LY86
ITM2C 2.70644293896585e-36 0.582520419741646 1 1 3.71161584649777e-32 3 ITM2C
TSPAN3 7.62249663704962e-36 0.516956600241656 1 1 1.04534918880498e-31 3 TSPAN3
CD200 1.16288753484365e-35 0.32993237273023 1 1 1.59478396528458e-31 3 CD200
PHACTR1 5.62627108062854e-35 0.370439366672121 1 1 7.71586815997398e-31 3 PHACTR1
RPL18A 1.39835366197908e-34 0.445149178115736 1 1 1.91770221203811e-30 3 RPL18A
PKIG 2.28668899785567e-34 0.815362994117874 1 1 3.13596529165927e-30 3 PKIG
STX7 5.05685731928783e-34 0.731632716775814 1 1 6.93497412767133e-30 3 STX7
SMIM14 8.71056927339231e-34 0.856911153033385 1 1 1.19456747015302e-29 3 SMIM14
PAX5 5.81129683324493e-33 0.360034038462826 1 1 7.9696124771121e-29 3 PAX5
NCF11 6.35617158652309e-33 0.656226866814763 1 1 8.71685371375776e-29 3 NCF1
PLD4 1.04356300130821e-31 0.484647751189728 1 1 1.43114229999407e-27 3 PLD4
GPR18 2.30810990891251e-30 0.402413275209797 1 1 3.16534192908262e-26 3 GPR18
QRSL1 3.92798985424028e-30 0.672651570528296 1 1 5.38684528610512e-26 3 QRSL1
FCRL2 1.97996409611302e-29 0.395636656458086 1 1 2.7153227614094e-25 3 FCRL2
LAT2 7.14991066667538e-29 0.765177085354888 1 1 9.80538748827862e-25 3 LAT2
BACE2 1.53910514917465e-28 0.55867816759056 1 1 2.11072880157812e-24 3 BACE2
RHBDF2 2.08254757092634e-28 0.396646328731702 1 1 2.85600573876839e-24 3 RHBDF2
ISG20 4.04466533379717e-28 0.764119246488385 1 1 5.54685403876944e-24 3 ISG20
TCF4 5.91195607383489e-28 0.293192594408791 1 1 8.10765655965717e-24 3 TCF4
FAM26F1 1.00477205030354e-27 0.668120242128351 1 1 1.37794438978628e-23 3 FAM26F
SNX2 2.26689662153811e-27 0.828832418332781 1 1 3.10882202677736e-23 3 SNX2
XPO1 2.59988689111355e-27 0.321602027624306 1 1 3.56548488247313e-23 3 XPO1
CD180 2.36199004414995e-26 0.404628467168996 1 1 3.23923314654724e-22 3 CD180
LYL11 3.05398037100517e-26 0.513102254186647 1 1 4.18822868079649e-22 3 LYL1
GUCD1 4.61701860090948e-26 0.498205815986895 1 1 6.33177930928726e-22 3 GUCD1
CDC40 7.79419140201562e-26 0.33878683685539 1 1 1.06889540887242e-21 3 CDC40
CCNG2 8.14034073177807e-26 0.347748979992027 1 1 1.11636632795604e-21 3 CCNG2
C16orf74 1.63355532847199e-25 0.495212007744763 1 1 2.24025777746649e-21 3 C16orf74
SETD5-AS1 6.09937576606354e-25 0.41193602213976 1 1 8.36468392557954e-21 3 SETD5-AS1
FAIM3 8.23321672185863e-25 0.676475974150126 1 1 1.12910334123569e-20 3 FAIM3
ZNF747 2.44326964051811e-24 0.40758782352249 1 1 3.35069998500654e-20 3 ZNF747
FCGR2B 3.50349885616308e-24 0.549409544221797 1 1 4.80469833134204e-20 3 FCGR2B
P2RY10 5.88053967329104e-24 0.327761525750063 1 1 8.06457210795134e-20 3 P2RY10
BIRC3 1.59085841491436e-23 0.482215125276345 1 1 2.18170323021355e-19 3 BIRC3
ADK 2.40209216656956e-23 0.399732225156468 1 1 3.2942291972335e-19 3 ADK
RP5-887A10.1 8.81548981402737e-23 0.262668256493095 1 1 1.20895627309571e-18 3 RP5-887A10.1
UVRAG 3.8060976039489e-22 0.322950592842489 1 1 5.21968225405552e-18 3 UVRAG
HHEX 5.06958635706289e-22 0.638859079591311 1 1 6.95243073007605e-18 3 HHEX
SYPL1 5.76621676266573e-22 0.608985223925225 1 1 7.90778966831978e-18 3 SYPL1
RPS231 6.50445374351146e-21 0.414041212135404 1 1 8.92020786385162e-17 3 RPS23
FGD2 7.25669182957514e-21 0.344804911352591 1 1 9.95182717507935e-17 3 FGD2
RPS11 8.48849709953807e-21 0.42891168495814 1 1 1.16411249223065e-16 3 RPS11
ZNF92 1.58995766894643e-20 0.255827902049374 1 1 2.18046794719313e-16 3 ZNF92
MARCH1 2.41825564898854e-20 0.821652903179845 1 1 3.31639579702288e-16 3 MARCH1
ATPAF1 2.44487313836667e-20 0.288056343693803 1 1 3.35289902195605e-16 3 ATPAF1
LTB1 2.75103075149068e-20 0.295045809202494 1 1 3.77276357259432e-16 3 LTB
CXCR41 2.89421585757195e-20 0.642601769961714 1 1 3.96912762707417e-16 3 CXCR4
ID3 8.96327785309687e-20 0.290867576929337 1 1 1.2292239247737e-15 3 ID3
RPS51 3.4297792056445e-19 0.364713538318807 1 1 4.70359920262087e-15 3 RPS5
WDR11 4.51085484076619e-19 0.253823751173386 1 1 6.18618632862675e-15 3 WDR11
CGRRF1 5.31373682006635e-19 0.448903791602798 1 1 7.28725867503899e-15 3 CGRRF1
CXXC5 2.07714925464549e-18 0.431207860416566 1 1 2.84860248782082e-14 3 CXXC5
IFT57 2.17484544140413e-18 0.446508490909897 1 1 2.98258303834162e-14 3 IFT57
GLO1 2.23198584759815e-18 0.336300029409764 1 1 3.0609453913961e-14 3 GLO1
PPP1R14A 2.52196515381508e-18 0.779253845645284 1 1 3.45862301194201e-14 3 PPP1R14A
RPS81 3.92311669787259e-18 0.308347155792514 1 1 5.38016223946247e-14 3 RPS8
NT5C3A 4.17920111136051e-18 0.250812865027835 1 1 5.7313564041198e-14 3 NT5C3A
RFC2 5.54727533972868e-18 0.335383376362441 1 1 7.60753340090392e-14 3 RFC2
EXOC4 1.13404803807968e-17 0.371841695054527 1 1 1.55523347942247e-13 3 EXOC4
MTSS1 1.33394328515753e-17 0.322724851856599 1 1 1.82936982126503e-13 3 MTSS1
RPS271 1.79260752746847e-17 0.28299502263075 1 1 2.45838196317026e-13 3 RPS27
SYNGR2 1.79648993514598e-17 0.395001066042198 1 1 2.4637062970592e-13 3 SYNGR2
BBX 1.83180705413557e-17 0.486530664467313 1 1 2.51214019404151e-13 3 BBX
BTK 2.10046571725561e-17 0.470861984889123 1 1 2.88057868464435e-13 3 BTK
CEPT1 8.18213166926112e-17 0.338805673071953 1 1 1.12209753712247e-12 3 CEPT1
PLAC81 1.75877765309626e-16 0.423084582989766 1 1 2.41198767345622e-12 3 PLAC8
ARID5B 3.0085527785839e-16 0.333166800807933 1 1 4.12592928054996e-12 3 ARID5B
CCDC50 3.12984931989487e-16 0.441733345244742 1 1 4.29227535730383e-12 3 CCDC50
PRKCB 3.13636517525984e-16 0.482468143693429 1 1 4.30121120135134e-12 3 PRKCB
BPTF 8.03850928517205e-16 0.266392929990717 1 1 1.10240116336849e-11 3 BPTF
SPINT2 2.22309715366022e-15 0.490757910197792 1 1 3.04875543652963e-11 3 SPINT2
SEC62 2.88931830815195e-15 0.387016218004511 1 1 3.96241112779958e-11 3 SEC62
YBX31 3.7064139420953e-15 0.471174832399362 1 1 5.0829760801895e-11 3 YBX3
ARL4A 4.30983666780293e-15 0.639576762123991 1 1 5.91051000622494e-11 3 ARL4A
SNHG7 7.01247316434022e-15 0.625949012306396 1 1 9.61690569757618e-11 3 SNHG7
PTPRCAP1 8.76626727938216e-15 0.450275047262226 1 1 1.20220589469447e-10 3 PTPRCAP
ADAM28 2.06552147855314e-14 0.525652223590985 1 1 2.83265615568778e-10 3 ADAM28
GGA2 5.86546825333685e-14 0.26919828362276 1 1 8.04390316262616e-10 3 GGA2
PPP3CC 6.02885133260764e-14 0.310170675850846 1 1 8.26796671753812e-10 3 PPP3CC
AL928768.3 6.03655846891533e-14 0.388038201608428 1 1 8.27853628427049e-10 3 AL928768.3
ODC1 9.86423012790504e-14 0.274799570688581 1 1 1.3527805197409e-09 3 ODC1
RPAIN 1.20233471656411e-13 0.253121642644457 1 1 1.64888183029602e-09 3 RPAIN
FUBP3 1.44166019825698e-13 0.336397581205761 1 1 1.97709279588962e-09 3 FUBP3
ARMCX3 1.86495875873421e-13 0.256578851555639 1 1 2.5576044417281e-09 3 ARMCX3
CD52 1.90391008434897e-13 0.384609463591266 1 1 2.61102228967618e-09 3 CD52
KRCC1 1.98919890235949e-13 0.344036101462281 1 1 2.72798737469581e-09 3 KRCC1
CHPT1 2.00293837509003e-13 0.340363360641943 1 1 2.74682968759847e-09 3 CHPT1
SMARCB1 2.54247207387476e-13 0.455193211832345 1 1 3.48674620211184e-09 3 SMARCB1
FOXP1 2.96117737839474e-13 0.254770312543322 1 1 4.06095865673054e-09 3 FOXP1
ERV3-1 3.31536688163631e-13 0.299709894161791 1 1 4.54669414147603e-09 3 ERV3-1
TNFRSF13B 4.52786549096378e-13 0.26084833881546 1 1 6.20951473430773e-09 3 TNFRSF13B
POLD4 7.65226855586092e-13 0.553348570098647 1 1 1.04943210975077e-08 3 POLD4
CHD2 1.27438409031773e-12 0.413192523190681 1 1 1.74769034146174e-08 3 CHD2
RP9 1.80692756028961e-12 0.279991309290485 1 1 2.47802045618118e-08 3 RP9
USE1 2.06574966558009e-12 0.392752604469308 1 1 2.83296909137654e-08 3 USE1
PICALM 6.44520876821029e-12 0.277327159320917 1 1 8.83895930472359e-08 3 PICALM
SP100 7.06610111593167e-12 0.373596151608001 1 1 9.69045107038869e-08 3 SP100
SCPEP11 9.28558297320524e-12 0.358840881454524 1 1 1.27342484894537e-07 3 SCPEP1
MYCBP2 1.0825307899765e-11 0.362734706544861 1 1 1.48458272537377e-07 3 MYCBP2
